"dia","grado","asignatura","area","codigo","descripcion"
64,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
65,"4th","Bible","Biblical Literacy","4.BL.1.e","I can memorize the core Scripture verses (Micah 6:8, Matthew 28:18-20, John 14:6-7, Ephesians 2:8-9) and explain how they apply to my life."
66,"4th","Bible","Biblical Literacy","4.BL.1.e","I can memorize the core Scripture verses (Micah 6:8, Matthew 28:18-20, John 14:6-7, Ephesians 2:8-9) and explain how they apply to my life."
67,"4th","Bible","Spiritual Discernment","4.SD.2.a","I can explain ways that the Holy Spirit works in a Christian's life to guide them through all circumstances."
68,"4th","Bible","Spiritual Discernment","4.SD.2.a","I can explain ways that the Holy Spirit works in a Christian's life to guide them through all circumstances."
69,"4th","Bible","Spiritual Discernment","4.SD.2.b","I can list attributes of God for which He is worthy of our praise."
70,"4th","Bible","Spiritual Discernment","4.SD.2.b","I can list attributes of God for which He is worthy of our praise."
71,"4th","Bible","Spiritual Discernment","4.SD.2.c","I can appraise my value based on God creating me in His own image."
72,"4th","Bible","Spiritual Discernment","4.SD.2.c","I can appraise my value based on God creating me in His own image."
73,"4th","Bible","Spiritual Discernment","4.SD.2.d","I can describe ways of resisting temptation and Satan's deceptions."
74,"4th","Bible","Spiritual Discernment","4.SD.2.d","I can describe ways of resisting temptation and Satan's deceptions."
75,"4th","Bible","Biblical Worldview","4.BW.3.a","I can explain that the Bible is God's true, inspired, and eternal Word."
76,"4th","Bible","Biblical Worldview","4.BW.3.a","I can explain that the Bible is God's true, inspired, and eternal Word."
77,"4th","Bible","Life Application and Service","4.LAS.4.a","I can explain that God places people in authority over me as part of His plan for me."
78,"4th","Bible","Life Application and Service","4.LAS.4.a","I can explain that God places people in authority over me as part of His plan for me."
79,"4th","Bible","Life Application and Service","4.LAS.4.b","I can explain my need for forgiveness from God and others."
80,"4th","Bible","Life Application and Service","4.LAS.4.b","I can explain my need for forgiveness from God and others."
81,"4th","Bible","Life Application and Service","4.LAS.4.c","I can differentiate between being honest about and making excuses for (rationalizing) behaviors and choices."
82,"4th","Bible","Life Application and Service","4.LAS.4.c","I can differentiate between being honest about and making excuses for (rationalizing) behaviors and choices."
83,"4th","Bible","Life Application and Service","4.LAS.4.d","I can explain that acts of service, especially to the poor and needy, are an important part of developing my Christian life."
84,"4th","Bible","Life Application and Service","4.LAS.4.d","I can explain that acts of service, especially to the poor and needy, are an important part of developing my Christian life."
85,"4th","Bible","Biblical Literacy","4.BL.1.a","I can explain the fall of man and his need of salvation."
86,"4th","Bible","Biblical Literacy","4.BL.1.a","I can explain the fall of man and his need of salvation."
87,"4th","Bible","Biblical Literacy","4.BL.1.b","I can identify the three Persons of the Trinity and describe their roles."
88,"4th","Bible","Biblical Literacy","4.BL.1.b","I can identify the three Persons of the Trinity and describe their roles."
89,"4th","Bible","Biblical Literacy","4.BL.1.c","I can describe how a person can be saved."
90,"4th","Bible","Biblical Literacy","4.BL.1.c","I can describe how a person can be saved."
91,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
92,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
93,"4th","Bible","Biblical Literacy","4.BL.1.e","I can memorize the core Scripture verses (Micah 6:8, Matthew 28:18-20, John 14:6-7, Ephesians 2:8-9) and explain how they apply to my life."
94,"4th","Bible","Biblical Literacy","4.BL.1.e","I can memorize the core Scripture verses (Micah 6:8, Matthew 28:18-20, John 14:6-7, Ephesians 2:8-9) and explain how they apply to my life."
95,"4th","Bible","Spiritual Discernment","4.SD.2.a","I can explain ways that the Holy Spirit works in a Christian's life to guide them through all circumstances."
96,"4th","Bible","Spiritual Discernment","4.SD.2.a","I can explain ways that the Holy Spirit works in a Christian's life to guide them through all circumstances."
97,"4th","Bible","Spiritual Discernment","4.SD.2.b","I can list attributes of God for which He is worthy of our praise."
98,"4th","Bible","Spiritual Discernment","4.SD.2.b","I can list attributes of God for which He is worthy of our praise."
99,"4th","Bible","Spiritual Discernment","4.SD.2.c","I can appraise my value based on God creating me in His own image."
100,"4th","Bible","Spiritual Discernment","4.SD.2.c","I can appraise my value based on God creating me in His own image."
101,"4th","Bible","Spiritual Discernment","4.SD.2.d","I can describe ways of resisting temptation and Satan's deceptions."
102,"4th","Bible","Spiritual Discernment","4.SD.2.d","I can describe ways of resisting temptation and Satan's deceptions."
103,"4th","Bible","Biblical Worldview","4.BW.3.a","I can explain that the Bible is God's true, inspired, and eternal Word."
104,"4th","Bible","Biblical Worldview","4.BW.3.a","I can explain that the Bible is God's true, inspired, and eternal Word."
105,"4th","Bible","Life Application and Service","4.LAS.4.a","I can explain that God places people in authority over me as part of His plan for me."
106,"4th","Bible","Life Application and Service","4.LAS.4.a","I can explain that God places people in authority over me as part of His plan for me."
107,"4th","Bible","Life Application and Service","4.LAS.4.b","I can explain my need for forgiveness from God and others."
108,"4th","Bible","Life Application and Service","4.LAS.4.b","I can explain my need for forgiveness from God and others."
109,"4th","Bible","Life Application and Service","4.LAS.4.c","I can differentiate between being honest about and making excuses for (rationalizing) behaviors and choices."
110,"4th","Bible","Life Application and Service","4.LAS.4.c","I can differentiate between being honest about and making excuses for (rationalizing) behaviors and choices."
111,"4th","Bible","Life Application and Service","4.LAS.4.d","I can explain that acts of service, especially to the poor and needy, are an important part of developing my Christian life."
112,"4th","Bible","Life Application and Service","4.LAS.4.d","I can explain that acts of service, especially to the poor and needy, are an important part of developing my Christian life."
113,"4th","Bible","Biblical Literacy","4.BL.1.a","I can explain the fall of man and his need of salvation."
114,"4th","Bible","Biblical Literacy","4.BL.1.a","I can explain the fall of man and his need of salvation."
115,"4th","Bible","Biblical Literacy","4.BL.1.b","I can identify the three Persons of the Trinity and describe their roles."
116,"4th","Bible","Biblical Literacy","4.BL.1.b","I can identify the three Persons of the Trinity and describe their roles."
117,"4th","Bible","Biblical Literacy","4.BL.1.c","I can describe how a person can be saved."
118,"4th","Bible","Biblical Literacy","4.BL.1.c","I can describe how a person can be saved."
119,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
120,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
121,"4th","Bible","Biblical Literacy","4.BL.1.e","I can memorize the core Scripture verses (Micah 6:8, Matthew 28:18-20, John 14:6-7, Ephesians 2:8-9) and explain how they apply to my life."
122,"4th","Bible","Biblical Literacy","4.BL.1.e","I can memorize the core Scripture verses (Micah 6:8, Matthew 28:18-20, John 14:6-7, Ephesians 2:8-9) and explain how they apply to my life."
123,"4th","Bible","Spiritual Discernment","4.SD.2.a","I can explain ways that the Holy Spirit works in a Christian's life to guide them through all circumstances."
124,"4th","Bible","Spiritual Discernment","4.SD.2.a","I can explain ways that the Holy Spirit works in a Christian's life to guide them through all circumstances."
125,"4th","Bible","Spiritual Discernment","4.SD.2.b","I can list attributes of God for which He is worthy of our praise."
126,"4th","Bible","Spiritual Discernment","4.SD.2.b","I can list attributes of God for which He is worthy of our praise."
127,"4th","Bible","Spiritual Discernment","4.SD.2.c","I can appraise my value based on God creating me in His own image."
128,"4th","Bible","Spiritual Discernment","4.SD.2.c","I can appraise my value based on God creating me in His own image."
129,"4th","Bible","Spiritual Discernment","4.SD.2.d","I can describe ways of resisting temptation and Satan's deceptions."
130,"4th","Bible","Spiritual Discernment","4.SD.2.d","I can describe ways of resisting temptation and Satan's deceptions."
131,"4th","Bible","Biblical Worldview","4.BW.3.a","I can explain that the Bible is God's true, inspired, and eternal Word."
132,"4th","Bible","Biblical Worldview","4.BW.3.a","I can explain that the Bible is God's true, inspired, and eternal Word."
133,"4th","Bible","Life Application and Service","4.LAS.4.a","I can explain that God places people in authority over me as part of His plan for me."
134,"4th","Bible","Life Application and Service","4.LAS.4.a","I can explain that God places people in authority over me as part of His plan for me."
135,"4th","Bible","Life Application and Service","4.LAS.4.b","I can explain my need for forgiveness from God and others."
136,"4th","Bible","Life Application and Service","4.LAS.4.b","I can explain my need for forgiveness from God and others."
137,"4th","Bible","Life Application and Service","4.LAS.4.c","I can differentiate between being honest about and making excuses for (rationalizing) behaviors and choices."
138,"4th","Bible","Life Application and Service","4.LAS.4.c","I can differentiate between being honest about and making excuses for (rationalizing) behaviors and choices."
139,"4th","Bible","Life Application and Service","4.LAS.4.d","I can explain that acts of service, especially to the poor and needy, are an important part of developing my Christian life."
140,"4th","Bible","Life Application and Service","4.LAS.4.d","I can explain that acts of service, especially to the poor and needy, are an important part of developing my Christian life."
141,"4th","Bible","Biblical Literacy","4.BL.1.a","I can explain the fall of man and his need of salvation."
142,"4th","Bible","Biblical Literacy","4.BL.1.a","I can explain the fall of man and his need of salvation."
143,"4th","Bible","Biblical Literacy","4.BL.1.b","I can identify the three Persons of the Trinity and describe their roles."
144,"4th","Bible","Biblical Literacy","4.BL.1.b","I can identify the three Persons of the Trinity and describe their roles."
145,"4th","Bible","Biblical Literacy","4.BL.1.c","I can describe how a person can be saved."
146,"4th","Bible","Biblical Literacy","4.BL.1.c","I can describe how a person can be saved."
147,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
148,"4th","Bible","Biblical Literacy","4.BL.1.d","I can articulate ways that a person develops his/her Christian life (devotions, prayer, fellowship in the Church, witnessing, holding on to the truth)."
